seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr16	68877371	68877656	286	*	X10977	79613	68877509	69119085	241577	+	0	overlapStart	0	TANGO6
chr16	69166353	69166672	320	*	X10978	54921	69151912	69166493	14582	-	0	overlapStart	0	CHTF8
chr16	69166353	69166672	320	*	X10978	84916	69166499	69202937	36439	+	0	overlapStart	0	UTP4
chr16	69221042	69221090	49	*	X10979	6645	69221050	69342955	121906	+	0	overlapStart	0	SNTB2
chr16	69345139	69345388	250	*	X10980	27183	69345287	69358946	13660	+	0	overlapStart	0	VPS4A
chr16	69373332	69373567	236	*	X10981	51388	69373415	69377013	3599	+	0	overlapStart	0	NIP7
chr16	69373332	69373567	236	*	X10981	84342	69362524	69373526	11003	-	0	overlapStart	0	COG8
chr16	69373615	69373719	105	*	X10982	51388	69373415	69377013	3599	+	0	inside	199	NIP7
chr16	69373615	69373719	105	*	X10982	84342	69362524	69373526	11003	-	88	upstream	88	COG8
chr16	69373741	69373758	18	*	X10983	84342	69362524	69373526	11003	-	214	upstream	214	COG8
chr16	69419746	69420055	310	*	X10984	7014	69389464	69419891	30428	-	0	overlapStart	0	TERF2
chr16	69788668	69788767	100	*	X10985	28987	69775757	69788871	13115	-	0	inside	103	NOB1
chr16	69788825	69788838	14	*	X10986	28987	69775757	69788871	13115	-	0	inside	32	NOB1
chr16	70285626	70285638	13	*	X10988	118460	70284134	70285833	1700	-	0	inside	194	EXOSC6
chr16	70285655	70286005	351	*	X10989	118460	70284134	70285833	1700	-	0	overlapStart	0	EXOSC6
chr16	70323171	70323249	79	*	X10990	11269	70323670	70367735	44066	+	420	upstream	420	DDX19B
chr16	70323171	70323249	79	*	X10990	16	70286297	70323412	37116	-	0	inside	162	AARS
chr16	70323298	70323428	131	*	X10991	11269	70323670	70367735	44066	+	241	upstream	241	DDX19B
chr16	70323298	70323428	131	*	X10991	16	70286297	70323412	37116	-	0	overlapStart	0	AARS
chr16	70380714	70380892	179	*	X10992	100506083	70349543	70380650	31108	-	63	upstream	63	LOC100506083
chr16	70472864	70472955	92	*	X10993	6483	70413338	70472991	59654	-	0	inside	35	ST3GAL2
chr16	70473116	70473297	182	*	X10994	6483	70413338	70472991	59654	-	124	upstream	124	ST3GAL2
chr16	70473310	70473324	15	*	X10995	6483	70413338	70472991	59654	-	318	upstream	318	ST3GAL2
chr16	70719859	70719929	71	*	X10996	92154	70695107	70719954	24848	-	0	inside	24	MTSS2
chr16	70719943	70719960	18	*	X10997	92154	70695107	70719954	24848	-	0	overlapStart	0	MTSS2
chr16	70834934	70835174	241	*	X10999	55697	70721342	70835061	113720	-	0	overlapStart	0	VAC14
chr16	71323115	71323331	217	*	X11000	55783	71316203	71323513	7311	-	0	inside	181	CMTR2
chr16	71659890	71660042	153	*	X11004	91862	71660056	71675868	15813	+	13	upstream	13	MARVELD3
chr16	71842701	71843083	383	*	X11005	164	71762905	71842976	80072	-	0	overlapStart	0	AP1G1
chr16	71879861	71879914	54	*	X11006	342371	71879894	71891236	11343	+	0	overlapStart	0	ATXN1L
chr16	71917952	71918222	271	*	X11007	55565	71893583	71918093	24511	-	0	overlapStart	0	ZNF821
chr16	72042355	72042370	16	*	X11009	1723	72042643	72059316	16674	+	272	upstream	272	DHODH
chr16	72042421	72042743	323	*	X11010	1723	72042643	72059316	16674	+	0	overlapStart	0	DHODH
chr16	74330643	74330898	256	*	X11016	5713	74330673	74340186	9514	+	0	overlapStart	0	PSMD7
chr16	74401959	74401982	24	*	X11017	283922	74366304	74402153	35850	-	0	inside	170	LOC283922
chr16	74402004	74402076	73	*	X11018	283922	74366304	74402153	35850	-	0	inside	76	LOC283922
chr16	74640772	74641065	294	*	X11021	2734	74481326	74641042	159717	-	0	overlapStart	0	GLG1
chr16	74734508	74734655	148	*	X11022	197259	74705753	74734789	29037	-	0	inside	133	MLKL
chr16	75182198	75182231	34	*	X11023	162239	75182421	75206132	23712	+	189	upstream	189	ZFP1
chr16	75182271	75182287	17	*	X11024	162239	75182421	75206132	23712	+	133	upstream	133	ZFP1
chr16	75182329	75182645	317	*	X11025	162239	75182421	75206132	23712	+	0	overlapStart	0	ZFP1
chr16	75466869	75467546	678	*	X11030	10428	75327608	75467387	139780	-	0	overlapStart	0	CFDP1
chr16	75467799	75467830	32	*	X11031	10428	75327608	75467387	139780	-	411	upstream	411	CFDP1
chr16	75498789	75498795	7	*	X11033	124491	75477142	75498584	21443	-	204	upstream	204	TMEM170A
chr16	75498717	75498746	30	*	X11034	124491	75477142	75498584	21443	-	132	upstream	132	TMEM170A
chr16	75657466	75657485	20	*	X11035	23536	75632247	75657221	24975	-	244	upstream	244	ADAT1
chr16	75657502	75657543	42	*	X11036	23536	75632247	75657221	24975	-	280	upstream	280	ADAT1
chr16	75681393	75681857	465	*	X11037	54386	75681635	75691341	9707	+	0	overlapStart	0	TERF2IP
chr16	75682345	75682463	119	*	X11038	3735	75661622	75682541	20920	-	0	inside	77	KARS
chr16	75682516	75682544	29	*	X11039	3735	75661622	75682541	20920	-	0	overlapStart	0	KARS
chr16	75682562	75682597	36	*	X11040	3735	75661622	75682541	20920	-	20	upstream	20	KARS
chr16	78133307	78133659	353	*	X11041	51741	78133327	79246564	1113238	+	0	overlapStart	0	WWOX
chr16	80574744	80574811	68	*	X11042	83657	80574854	80584541	9688	+	42	upstream	42	DYNLRB2
chr16	80574827	80574856	30	*	X11043	83657	80574854	80584541	9688	+	0	overlapStart	0	DYNLRB2
chr16	80574916	80574973	58	*	X11044	83657	80574854	80584541	9688	+	0	inside	61	DYNLRB2
chr16	81040349	81040689	341	*	X11046	55839	81040103	81066709	26607	+	0	inside	245	CENPN
chr16	81040349	81040689	341	*	X11046	56942	81009699	81040502	30804	-	0	overlapStart	0	CMC2
chr16	81040739	81040847	109	*	X11047	56942	81009699	81040502	30804	-	236	upstream	236	CMC2
chr16	82203573	82203984	412	*	X11048	10200	82181767	82203829	22063	-	0	overlapStart	0	MPHOSPH6
chr16	84150273	84150313	41	*	X11050	8720	84087369	84150517	63149	-	0	inside	203	MBTPS1
chr16	84150422	84150465	44	*	X11051	8720	84087369	84150517	63149	-	0	inside	51	MBTPS1
chr16	84150519	84150615	97	*	X11052	8720	84087369	84150517	63149	-	1	upstream	1	MBTPS1
chr16	84178073	84178195	123	*	X11053	123872	84178865	84211524	32660	+	669	upstream	669	DNAAF1
chr16	84178611	84178628	18	*	X11054	123872	84178865	84211524	32660	+	236	upstream	236	DNAAF1
chr16	84178611	84178628	18	*	X11054	83693	84155744	84178800	23057	-	0	inside	171	HSDL1
chr16	84178710	84178779	70	*	X11055	123872	84178865	84211524	32660	+	85	upstream	85	DNAAF1
chr16	84178710	84178779	70	*	X11055	83693	84155744	84178800	23057	-	0	inside	20	HSDL1
chr16	84178952	84179029	78	*	X11056	123872	84178865	84211524	32660	+	0	inside	86	DNAAF1
chr16	84178952	84179029	78	*	X11056	83693	84155744	84178800	23057	-	151	upstream	151	HSDL1
chr16	84179074	84179097	24	*	X11057	123872	84178865	84211524	32660	+	0	inside	208	DNAAF1
chr16	84179074	84179097	24	*	X11057	83693	84155744	84178800	23057	-	273	upstream	273	HSDL1
chr16	84220661	84220703	43	*	X11058	9013	84211453	84220676	9224	-	0	overlapStart	0	TAF1C
chr16	84401981	84402268	288	*	X11059	9914	84402133	84497793	95661	+	0	overlapStart	0	ATP2C2
chr16	84733399	84733415	17	*	X11060	9100	84733555	84813527	79973	+	139	upstream	139	USP10
chr16	84733463	84733499	37	*	X11061	9100	84733555	84813527	79973	+	55	upstream	55	USP10
chr16	84733520	84733537	18	*	X11062	9100	84733555	84813527	79973	+	17	upstream	17	USP10
chr16	84733599	84733939	341	*	X11063	9100	84733555	84813527	79973	+	0	inside	43	USP10
chr16	84853501	84853705	205	*	X11064	83716	84853587	84943116	89530	+	0	overlapStart	0	CRISPLD2
chr16	84853850	84853862	13	*	X11065	83716	84853587	84943116	89530	+	0	inside	262	CRISPLD2
chr16	85045067	85045293	227	*	X11067	55625	85008067	85045141	37075	-	0	overlapStart	0	ZDHHC7
chr16	85061175	85061186	12	*	X11068	9764	85061375	85127828	66454	+	188	upstream	188	KIAA0513
chr16	85061204	85061218	15	*	X11069	9764	85061375	85127828	66454	+	156	upstream	156	KIAA0513
chr16	85061245	85061285	41	*	X11070	9764	85061375	85127828	66454	+	89	upstream	89	KIAA0513
chr16	85833077	85833298	222	*	X11080	10328	85812231	85833148	20918	-	0	overlapStart	0	EMC8
chr16	85833077	85833298	222	*	X11080	1327	85833173	85840607	7435	+	0	overlapStart	0	COX4I1
chr16	85833337	85833358	22	*	X11081	10328	85812231	85833148	20918	-	188	upstream	188	EMC8
chr16	85833337	85833358	22	*	X11081	1327	85833173	85840607	7435	+	0	inside	163	COX4I1
chr16	87425615	87425694	80	*	X11085	79791	87362942	87425708	62767	-	0	inside	13	FBXO31
chr16	87425615	87425694	80	*	X11085	81631	87425801	87438380	12580	+	106	upstream	106	MAP1LC3B
chr16	87425711	87426088	378	*	X11086	79791	87362942	87425708	62767	-	2	upstream	2	FBXO31
chr16	87425711	87426088	378	*	X11086	81631	87425801	87438380	12580	+	0	overlapStart	0	MAP1LC3B
chr16	87525475	87525675	201	*	X11087	23174	87439852	87525460	85609	-	14	upstream	14	ZCCHC14
chr16	87984336	87984684	349	*	X11089	54971	87984238	88110924	126687	+	0	inside	97	BANP
chr16	88636725	88636890	166	*	X11095	124245	88636789	88698372	61584	+	0	overlapStart	0	ZC3H18
chr16	88729804	88729916	113	*	X11098	197187	88729781	88753594	23814	+	0	inside	22	SNAI3-AS1
chr16	88729804	88729916	113	*	X11098	4597	88718348	88729495	11148	-	308	upstream	308	MVD
chr16	88772652	88772663	12	*	X11099	115992	88762903	88772829	9927	-	0	inside	165	RNF166
chr16	88772652	88772663	12	*	X11099	348180	88772891	88781786	8896	+	227	upstream	227	CTU2
chr16	88772687	88772733	47	*	X11100	115992	88762903	88772829	9927	-	0	inside	95	RNF166
chr16	88772687	88772733	47	*	X11100	348180	88772891	88781786	8896	+	157	upstream	157	CTU2
chr16	88772778	88772946	169	*	X11101	115992	88762903	88772829	9927	-	0	overlapStart	0	RNF166
chr16	88772778	88772946	169	*	X11101	348180	88772891	88781786	8896	+	0	overlapStart	0	CTU2
chr16	88869785	88869816	32	*	X11102	81620	88870186	88875666	5481	+	369	upstream	369	CDT1
chr16	88869837	88870318	482	*	X11103	81620	88870186	88875666	5481	+	0	overlapStart	0	CDT1
chr16	88877828	88878058	231	*	X11104	353	88875877	88878342	2466	-	0	inside	283	APRT
chr16	88878194	88878343	150	*	X11105	353	88875877	88878342	2466	-	0	overlapStart	0	APRT
chr16	88878450	88878574	125	*	X11106	353	88875877	88878342	2466	-	107	upstream	107	APRT
chr16	88923154	88923167	14	*	X11107	2588	88880142	88923374	43233	-	0	inside	206	GALNS
chr16	88923494	88923736	243	*	X11108	2588	88880142	88923374	43233	-	119	upstream	119	GALNS
chr16	89159983	89160000	18	*	X11110	197322	89160217	89222171	61955	+	216	upstream	216	ACSF3
chr16	89160020	89160410	391	*	X11111	197322	89160217	89222171	61955	+	0	overlapStart	0	ACSF3
chr16	89238236	89238288	53	*	X11112	1013	89238163	89261900	23738	+	0	inside	72	CDH15
chr16	89268067	89268131	65	*	X11113	146429	89262169	89266529	4361	-	1537	upstream	1537	SLC22A31
chr16	89268232	89268354	123	*	X11114	146429	89262169	89266529	4361	-	1702	upstream	1702	SLC22A31
chr16	89268438	89268685	248	*	X11115	146429	89262169	89266529	4361	-	1908	upstream	1908	SLC22A31
chr16	89284197	89284219	23	*	X11116	197320	89284111	89295965	11855	+	0	inside	85	ZNF778
chr16	89387075	89387156	82	*	X11118	100287036	89387541	89391518	3978	+	384	upstream	384	LOC100287036
chr16	89387240	89387285	46	*	X11119	100287036	89387541	89391518	3978	+	255	upstream	255	LOC100287036
chr16	89556897	89557006	110	*	X11123	29123	89334029	89556969	222941	-	0	overlapStart	0	ANKRD11
chr16	89574559	89574706	148	*	X11124	6687	89574805	89624174	49370	+	98	upstream	98	SPG7
chr16	89574725	89574966	242	*	X11125	6687	89574805	89624174	49370	+	0	overlapStart	0	SPG7
chr16	89724109	89724175	67	*	X11126	124045	89724152	89736866	12715	+	0	overlapStart	0	SPATA33
chr16	89724109	89724175	67	*	X11126	5119	89710839	89724193	13355	-	0	inside	17	CHMP1A
chr16	89768023	89768121	99	*	X11127	124044	89762765	89768121	5357	-	0	inside	0	SPATA2L
chr16	89787111	89787857	747	*	X11128	9605	89773541	89787394	13854	-	0	overlapStart	0	VPS9D1
chr16	89883012	89883507	496	*	X11129	2175	89803959	89883065	79107	-	0	overlapStart	0	FANCA
chr16	89894894	89895175	282	*	X11130	84501	89894907	89937727	42821	+	0	overlapStart	0	SPIRE2
chr16	89940185	89940499	315	*	X11132	22980	89939994	89977792	37799	+	0	inside	190	TCF25
chr16	90014994	90015250	257	*	X11137	54849	90015139	90034468	19330	+	0	overlapStart	0	DEF8
chr16	90038943	90039181	239	*	X11138	172	90038988	90067195	28208	+	0	overlapStart	0	AFG3L1P
chr16	90038943	90039181	239	*	X11138	92806	90036183	90039240	3058	-	0	inside	58	CENPBD1
chr16	90039211	90039240	30	*	X11139	172	90038988	90067195	28208	+	0	inside	222	AFG3L1P
chr16	90039211	90039240	30	*	X11139	92806	90036183	90039240	3058	-	0	inside	0	CENPBD1
chr17	31589	31788	200	*	X11143	8447	6011	31420	25410	-	168	upstream	168	DOC2B
chr17	618012	618190	179	*	X11144	55275	411908	618096	206189	-	0	overlapStart	0	VPS53
chr17	655229	655253	25	*	X11147	100131454	655573	658576	3004	+	319	upstream	319	DBIL5P
chr17	655229	655253	25	*	X11147	50628	647661	655501	7841	-	0	inside	247	GEMIN4
chr17	685352	685696	345	*	X11148	51031	662549	685571	23023	-	0	overlapStart	0	GLOD4
chr17	685352	685696	345	*	X11148	55178	685513	695741	10229	+	0	overlapStart	0	MRM3
chr17	882792	882835	44	*	X11151	64359	702553	882998	180446	-	0	inside	162	NXN
chr17	900107	900495	389	*	X11152	29928	900357	905390	5034	+	0	overlapStart	0	TIMM22
chr17	1303378	1303705	328	*	X11154	7531	1247834	1303556	55723	-	0	overlapStart	0	YWHAE
chr17	1359340	1359412	73	*	X11155	1398	1324647	1359561	34915	-	0	inside	148	CRK
chr17	1359468	1359567	100	*	X11156	1398	1324647	1359561	34915	-	0	overlapStart	0	CRK
chr17	1532462	1532593	132	*	X11157	124935	1477696	1532130	54435	-	331	upstream	331	SLC43A2
chr17	1532623	1532640	18	*	X11158	124935	1477696	1532130	54435	-	492	upstream	492	SLC43A2
chr17	1532665	1532679	15	*	X11159	124935	1477696	1532130	54435	-	534	upstream	534	SLC43A2
chr17	1619346	1619557	212	*	X11162	124997	1619817	1641893	22077	+	259	upstream	259	WDR81
chr17	1619346	1619557	212	*	X11162	84981	1614798	1619566	4769	-	0	inside	8	MIR22HG
chr17	1733029	1733061	33	*	X11164	114826	1682829	1733175	50347	-	0	inside	113	SMYD4
chr17	1733029	1733061	33	*	X11164	6117	1733273	1802848	69576	+	211	upstream	211	RPA1
chr17	1733106	1733203	98	*	X11165	114826	1682829	1733175	50347	-	0	overlapStart	0	SMYD4
chr17	1733106	1733203	98	*	X11165	6117	1733273	1802848	69576	+	69	upstream	69	RPA1
chr17	1733226	1733262	37	*	X11166	114826	1682829	1733175	50347	-	50	upstream	50	SMYD4
chr17	1733226	1733262	37	*	X11166	6117	1733273	1802848	69576	+	10	upstream	10	RPA1
chr17	1733296	1733389	94	*	X11167	114826	1682829	1733175	50347	-	120	upstream	120	SMYD4
chr17	1733296	1733389	94	*	X11167	6117	1733273	1802848	69576	+	0	inside	22	RPA1
chr17	1928530	1928892	363	*	X11168	146760	1837971	1928178	90208	-	351	upstream	351	RTN4RL1
chr17	1933306	1933573	268	*	X11169	1801	1933431	1946725	13295	+	0	overlapStart	0	DPH1
chr17	1945221	1945420	200	*	X11170	124641	1945277	1946725	1449	+	0	overlapStart	0	OVCA2
chr17	1953183	1953284	102	*	X11172	406921	1953202	1953302	101	-	0	overlapEnd	17	MIR132
chr17	1953440	1953457	18	*	X11173	406921	1953202	1953302	101	-	137	upstream	137	MIR132
chr17	1953893	1953961	69	*	X11174	406921	1953202	1953302	101	-	590	upstream	590	MIR132
chr17	1953893	1953961	69	*	X11174	406994	1953565	1953674	110	-	218	upstream	218	MIR212
chr17	1954008	1954027	20	*	X11175	406921	1953202	1953302	101	-	705	upstream	705	MIR132
chr17	1954008	1954027	20	*	X11175	406994	1953565	1953674	110	-	333	upstream	333	MIR212
chr17	2206975	2207048	74	*	X11176	23293	1963133	2207069	243937	-	0	inside	20	SMG6
chr17	2206975	2207048	74	*	X11176	63826	2207248	2228553	21306	+	199	upstream	199	SRR
chr17	2207067	2207084	18	*	X11177	23293	1963133	2207069	243937	-	0	overlapStart	0	SMG6
chr17	2207067	2207084	18	*	X11177	63826	2207248	2228553	21306	+	163	upstream	163	SRR
chr17	2207160	2207192	33	*	X11178	23293	1963133	2207069	243937	-	90	upstream	90	SMG6
chr17	2207160	2207192	33	*	X11178	63826	2207248	2228553	21306	+	55	upstream	55	SRR
chr17	2207245	2207285	41	*	X11179	23293	1963133	2207069	243937	-	175	upstream	175	SMG6
chr17	2207245	2207285	41	*	X11179	63826	2207248	2228553	21306	+	0	overlapStart	0	SRR
chr17	2239622	2239642	21	*	X11180	9905	2240806	2284348	43543	+	1163	upstream	1163	SGSM2
chr17	2239719	2239770	52	*	X11181	9905	2240806	2284348	43543	+	1035	upstream	1035	SGSM2
chr17	2239793	2239839	47	*	X11182	9905	2240806	2284348	43543	+	966	upstream	966	SGSM2
chr17	2303996	2304042	47	*	X11188	4335	2287354	2304258	16905	-	0	inside	215	MNT
chr17	2304332	2304555	224	*	X11189	4335	2287354	2304258	16905	-	73	upstream	73	MNT
chr17	2496614	2496704	91	*	X11190	5048	2496923	2588909	91987	+	218	upstream	218	PAFAH1B1
chr17	2496723	2496747	25	*	X11191	5048	2496923	2588909	91987	+	175	upstream	175	PAFAH1B1
chr17	2496838	2496848	11	*	X11192	5048	2496923	2588909	91987	+	74	upstream	74	PAFAH1B1
chr17	2496912	2497001	90	*	X11193	5048	2496923	2588909	91987	+	0	overlapStart	0	PAFAH1B1
chr17	2615056	2615143	88	*	X11194	23277	2592680	2614927	22248	-	128	upstream	128	CLUH
chr17	2653135	2653394	260	*	X11196	100302208	2651372	2651476	105	-	1658	upstream	1658	MIR1253
chr17	3572192	3572235	44	*	X11197	30851	3566187	3571973	5787	-	218	upstream	218	TAX1BP3
chr17	3572192	3572235	44	*	X11197	83460	3572090	3572962	873	+	0	inside	101	EMC6
chr17	3626961	3627295	335	*	X11198	83903	3627197	3629992	2796	+	0	overlapStart	0	HASPIN
chr17	3749385	3749788	404	*	X11201	55421	3710045	3749545	39501	-	0	overlapStart	0	NCBP3
chr17	4046344	4046363	20	*	X11203	124936	4046462	4060995	14534	+	98	upstream	98	CYB5D2
chr17	4046344	4046363	20	*	X11203	23140	3907739	4046253	138515	-	90	upstream	90	ZZEF1
chr17	4167219	4167309	91	*	X11205	51479	4066665	4167274	100610	-	0	overlapStart	0	ANKFY1
chr17	4269787	4270093	307	*	X11207	7326	4172512	4269969	97458	-	0	overlapStart	0	UBE2G1
chr17	4607002	4607067	66	*	X11209	101559451	4607525	4608824	1300	+	457	upstream	457	LOC101559451
chr17	4607389	4607442	54	*	X11210	101559451	4607525	4608824	1300	+	82	upstream	82	LOC101559451
chr17	4607389	4607442	54	*	X11210	27043	4574679	4607632	32954	-	0	inside	189	PELP1
chr17	4613282	4613301	20	*	X11211	409	4613789	4624795	11007	+	487	upstream	487	ARRB2
chr17	4613741	4613758	18	*	X11212	409	4613789	4624795	11007	+	30	upstream	30	ARRB2
chr17	4613830	4613916	87	*	X11213	409	4613789	4624795	11007	+	0	inside	40	ARRB2
chr17	4614038	4614092	55	*	X11214	409	4613789	4624795	11007	+	0	inside	248	ARRB2
chr17	4634788	4634829	42	*	X11215	400569	4634723	4636896	2174	+	0	inside	64	MED11
chr17	4643161	4643177	17	*	X11216	58191	4636828	4643223	6396	-	0	inside	45	CXCL16
chr17	4643161	4643177	17	*	X11216	84225	4643310	4649414	6105	+	132	upstream	132	ZMYND15
chr17	4643229	4643342	114	*	X11217	58191	4636828	4643223	6396	-	5	upstream	5	CXCL16
chr17	4643229	4643342	114	*	X11217	84225	4643310	4649414	6105	+	0	overlapStart	0	ZMYND15
chr17	4699366	4699551	186	*	X11220	5694	4699439	4701798	2360	+	0	overlapStart	0	PSMB6
chr17	4843122	4843480	359	*	X11221	26001	4843630	4848517	4888	+	149	upstream	149	RNF167
chr17	4843122	4843480	359	*	X11221	8402	4840426	4843462	3037	-	0	overlapStart	0	SLC25A11
chr17	5095121	5095458	338	*	X11224	100130950	5095379	5138931	43553	+	0	overlapStart	0	LOC100130950
chr17	5095121	5095458	338	*	X11224	84622	5082831	5095178	12348	-	0	overlapStart	0	ZNF594
chr17	5185209	5185812	604	*	X11225	9135	5185558	5289132	103575	+	0	overlapStart	0	RABEP1
chr17	5342219	5342542	324	*	X11226	708	5336099	5342471	6373	-	0	overlapStart	0	C1QBP
chr17	5372113	5372664	552	*	X11227	56919	5344232	5372380	28149	-	0	overlapStart	0	DHX33
chr17	5390107	5390270	164	*	X11228	51009	5377613	5389494	11882	-	612	upstream	612	DERL2
chr17	5404478	5404506	29	*	X11229	728392	5402747	5404319	1573	-	158	upstream	158	LOC728392
chr17	5404599	5404658	60	*	X11230	728392	5402747	5404319	1573	-	279	upstream	279	LOC728392
chr17	6544241	6544558	318	*	X11231	84817	6544222	6547861	3640	+	0	inside	18	TXNDC17
chr17	6544241	6544558	318	*	X11231	9851	6481645	6544247	62603	-	0	overlapStart	0	KIAA0753
chr17	6915610	6915955	346	*	X11232	100506713	6888442	6915653	27212	-	0	overlapStart	0	ALOX12-AS1
chr17	6915610	6915955	346	*	X11232	100529209	6915736	6920843	5108	+	0	overlapStart	0	RNASEK-C17orf49
chr17	7123173	7123335	163	*	X11236	1742	7093210	7123369	30160	-	0	inside	33	DLG4
chr17	7137644	7138075	432	*	X11237	1856	7128661	7137863	9203	-	0	overlapStart	0	DVL2
chr17	7142748	7142782	35	*	X11238	79142	7138347	7142825	4479	-	0	inside	42	PHF23
chr17	7142796	7142833	38	*	X11239	79142	7138347	7142825	4479	-	0	overlapStart	0	PHF23
chr17	7146163	7146569	407	*	X11240	11337	7143738	7145753	2016	-	409	upstream	409	GABARAP
chr17	7154886	7155054	169	*	X11241	23399	7146906	7155259	8354	-	0	inside	204	CTDNEP1
chr17	7154886	7155054	169	*	X11241	23587	7155372	7163259	7888	+	317	upstream	317	ELP5
chr17	7197961	7198111	151	*	X11242	51087	7191571	7197876	6306	-	84	upstream	84	YBX2
chr17	7199738	7199816	79	*	X11243	51087	7191571	7197876	6306	-	1861	upstream	1861	YBX2
chr17	7210240	7210318	79	*	X11244	1984	7210318	7215782	5465	+	0	overlapStart	0	EIF5A
chr17	7210361	7210401	41	*	X11245	1984	7210318	7215782	5465	+	0	inside	42	EIF5A
chr17	7308153	7308252	100	*	X11247	100529211	7293047	7307450	14404	-	702	upstream	702	TMEM256-PLSCR3
chr17	7308153	7308252	100	*	X11247	254863	7306293	7307450	1158	-	702	upstream	702	TMEM256
chr17	7308281	7308291	11	*	X11248	100529211	7293047	7307450	14404	-	830	upstream	830	TMEM256-PLSCR3
chr17	7308281	7308291	11	*	X11248	254863	7306293	7307450	1158	-	830	upstream	830	TMEM256
chr17	7387405	7388296	892	*	X11249	5430	7387698	7417935	30238	+	0	overlapStart	0	POLR2A
chr17	7387405	7388296	892	*	X11249	57659	7362685	7387568	24884	-	0	overlapStart	0	ZBTB4
chr17	7465015	7465280	266	*	X11250	100533955	7465309	7482324	17016	+	28	upstream	28	SENP3-EIF4A1
chr17	7465015	7465280	266	*	X11250	26168	7465309	7475287	9979	+	28	upstream	28	SENP3
chr17	7476153	7476637	485	*	X11251	652965	7478031	7478165	135	+	1393	upstream	1393	SNORA48
chr17	7476917	7477273	357	*	X11252	652965	7478031	7478165	135	+	757	upstream	757	SNORA48
chr17	7477321	7477344	24	*	X11253	652965	7478031	7478165	135	+	686	upstream	686	SNORA48
chr17	7486777	7487412	636	*	X11254	9526	7486965	7496107	9143	+	0	overlapStart	0	MPDU1
chr17	7518056	7518068	13	*	X11256	9513	7494548	7518215	23668	-	0	inside	146	FXR2
chr17	7554248	7554361	114	*	X11257	482	7554254	7561089	6836	+	0	overlapStart	0	ATP1B2
chr17	7589282	7589566	285	*	X11258	55135	7589389	7606820	17432	+	0	overlapStart	0	WRAP53
chr17	7608151	7608279	129	*	X11260	1949	7608520	7614693	6174	+	240	upstream	240	EFNB3
chr17	7760358	7760396	39	*	X11264	124637	7761064	7765600	4537	+	667	upstream	667	CYB5D1
chr17	7760419	7760541	123	*	X11265	124637	7761064	7765600	4537	+	522	upstream	522	CYB5D1
chr17	7819133	7819188	56	*	X11267	284023	7816640	7819265	2626	-	0	inside	76	RNF227
chr17	7819234	7819254	21	*	X11268	284023	7816640	7819265	2626	-	0	inside	10	RNF227
chr17	7819366	7819441	76	*	X11269	284023	7816640	7819265	2626	-	100	upstream	100	RNF227
chr17	8022385	8022648	264	*	X11271	59344	7999218	8022234	23017	-	150	upstream	150	ALOXE3
chr17	8022960	8023028	69	*	X11272	59344	7999218	8022234	23017	-	725	upstream	725	ALOXE3
chr17	8023198	8023329	132	*	X11273	59344	7999218	8022234	23017	-	963	upstream	963	ALOXE3
chr17	8059546	8059657	112	*	X11280	5187	8043788	8059678	15891	-	0	inside	20	PER1
chr17	8060138	8060340	203	*	X11281	5187	8043788	8059678	15891	-	459	upstream	459	PER1
chr17	8089555	8089783	229	*	X11285	100500892	8090493	8090577	85	+	709	upstream	709	NA
chr17	8089555	8089783	229	*	X11285	100616406	8090263	8090322	60	+	479	upstream	479	MIR4521
chr17	8090035	8090959	925	*	X11286	100500892	8090493	8090577	85	+	0	includeFeature	0	NA
chr17	8090035	8090959	925	*	X11286	100616406	8090263	8090322	60	+	0	includeFeature	0	MIR4521
chr17	8152751	8152775	25	*	X11298	5198	8152596	8173809	21214	+	0	inside	154	PFAS
chr17	8152751	8152775	25	*	X11298	80169	8128139	8151413	23275	-	1337	upstream	1337	CTC1
chr17	8279894	8279925	32	*	X11299	124751	8271973	8280029	8057	-	0	inside	103	KRBA2
chr17	8279949	8279991	43	*	X11300	124751	8271973	8280029	8057	-	0	inside	37	KRBA2
chr17	8286425	8286677	253	*	X11301	6154	8280834	8286565	5732	-	0	overlapStart	0	RPL26
chr17	8287330	8287409	80	*	X11302	6154	8280834	8286565	5732	-	764	upstream	764	RPL26
chr17	8339170	8339396	227	*	X11303	81565	8339170	8371495	32326	+	0	inside	0	NDEL1
chr17	8534798	8534833	36	*	X11304	4628	8377523	8534079	156557	-	718	upstream	718	MYH10
chr17	8924835	8925005	171	*	X11305	9423	8924859	9147317	222459	+	0	overlapStart	0	NTN1
chr17	9479067	9479080	14	*	X11309	146845	9479944	9546776	66833	+	863	upstream	863	CFAP52
chr17	9479067	9479080	14	*	X11309	9482	9153788	9479275	325488	-	0	inside	194	STX8
chr17	9479093	9479254	162	*	X11310	146845	9479944	9546776	66833	+	689	upstream	689	CFAP52
chr17	9479093	9479254	162	*	X11310	9482	9153788	9479275	325488	-	0	inside	20	STX8
chr17	10600719	10601088	370	*	X11311	56985	10600927	10614875	13949	+	0	overlapStart	0	ADPRM
chr17	10600719	10601088	370	*	X11311	6341	10583649	10600885	17237	-	0	overlapStart	0	SCO1
